Timestamp,GX,GY,GZ,AX,AY,AZ,AccelHorFiltered,Velocity,Distance
2025-07-05T20:24:17.481Z,21.0571,15.0146,10.0708,0,0,0.08860000000000046,0.5349126958917493,2.953004388568613,5.403351067729842
2025-07-05T20:24:17.753Z,19.8364,16.9067,11.3525,0,0,0.022199999999999775,0.42793015671339946,3.0694013911946576,6.238228246134788
2025-07-05T20:24:18.026Z,20.6909,16.2964,10.498,0,0.04080000000000001,0.049599999999999866,0.35050412537071957,3.165089017420864,7.102297547890684
2025-07-05T20:24:18.297Z,19.8364,14.8926,11.0474,0,0,0.11599999999999966,0.2804033002965757,3.241078311801236,7.980629770388819
2025-07-05T20:24:18.569Z,19.7754,15.9912,11.1694,0,0,0.1062000000000003,0.22432264023726056,3.302094069945771,8.878799357414069
2025-07-05T20:24:18.845Z,20.5688,15.8081,10.5591,0,0.025200000000000007,0.05149999999999988,0.18449811218980844,3.353015548910158,9.804231648913273
2025-07-05T20:24:19.113Z,19.8364,15.8081,10.8032,0,0,0.006599999999999717,0.14759848975184675,3.392571944163653,10.713440929949131
2025-07-05T20:24:19.385Z,20.3857,15.1978,11.6577,0,0.03690000000000001,0.1589999999999998,0.1254587918014774,3.4266967355336546,11.645502442014285
2025-07-05T20:24:19.659Z,19.6533,16.6626,9.8267,0,0,0.06909999999999972,0.10036703344118192,3.4541973026965387,12.591952502953136
2025-07-05T20:24:19.929Z,19.3481,16.4185,10.376,0,0.019300000000000005,0.028100000000000236,0.08415362675294555,3.476918781919834,13.530720574071491
2025-07-05T20:24:20.202Z,19.2871,16.7236,9.9487,0,0,0.15700000000000003,0.06732290140235644,3.4952979340026773,14.484936910054222
2025-07-05T20:24:20.473Z,20.3857,16.7236,10.3149,0,0.021300000000000006,0.09839999999999982,0.058118321121885155,3.511047999026708,15.43643091779046
2025-07-05T20:24:20.746Z,20.9351,18.5547,9.9487,0,0,0.0730000000000004,0,3.1599431991240374,16.299095411151324
2025-07-05T20:24:21.017Z,19.5923,16.6626,10.0708,0,0.03690000000000001,-0.0031999999999996476,0,2.843948879211634,17.069805557417677
2025-07-05T20:24:21.290Z,19.8975,14.9536,8.5449,0,0,0.12180000000000035,0,2.5595539912904703,17.768563797039974
2025-07-05T20:24:21.561Z,19.7144,14.8315,11.0474,0,0,0.09250000000000025,0,2.3035985921614235,18.39283901551572
2025-07-05T20:24:21.834Z,19.9585,12.207,9.7046,0,0,0.09649999999999981,0,2.0732387329452813,18.95883318960978
