Timestamp,GX,GY,GZ,AX,AY,AZ,AccelHorFiltered,Velocity,Distance
2025-07-05T20:24:05.686Z,0,0,0,0,0,7.532,0,0,0
2025-07-05T20:24:05.730Z,0,0,0,0,0,7.532,0,0,0
2025-07-05T20:24:06.051Z,0,0,0,0,0,7.532,0,0,0
2025-07-05T20:24:06.291Z,0,0,0,0,0,7.532,0,0,0
2025-07-05T20:24:06.570Z,0,0,0,0,0,7.532,0,0,0
2025-07-05T20:24:06.851Z,0,0,0,0,0,7.532,0,0,0
2025-07-05T20:24:07.130Z,0,0,0,0,0,7.532,0,0,0
2025-07-05T20:24:07.410Z,0,0,0,0,0,7.532,0,0,0
2025-07-05T20:24:07.690Z,0,0,0,0,0,7.532,0,0,0
2025-07-05T20:24:07.975Z,0,0,0,0,0,7.532,0,0,0
2025-07-05T20:24:08.245Z,0,0,0,0,0,7.532,0,0,0
2025-07-05T20:24:08.515Z,0,0,0,0,0,7.532,0,0,0
2025-07-05T20:24:08.785Z,0,0,0,0,0,7.532,0,0,0
2025-07-05T20:24:09.056Z,0,0,0,0,0,7.532,0,0,0
2025-07-05T20:24:09.326Z,0,0,0,0,0,7.532,0,0,0
2025-07-05T20:24:09.595Z,0,0,0,0,0,7.532,0,0,0
2025-07-05T20:24:09.865Z,20.874,12.4512,8.9111,0,0.115,0.09649999999999981,0,0,0
2025-07-05T20:24:10.141Z,12.6953,18.1885,-56.0303,0,0,0.14329999999999998,0,0,0
2025-07-05T20:24:10.409Z,18.8599,17.5171,11.0474,0,0.115,0.12180000000000035,0,0,0
2025-07-05T20:24:10.681Z,17.5171,12.9395,6.6528,0,0,0.20579999999999998,0,0,0
2025-07-05T20:24:10.954Z,-3.8452,34.79,-212.4634,0,0.0896,0.08469999999999978,0,0,0
2025-07-05T20:24:11.225Z,17.5171,12.207,-20.813,0,0,0.08670000000000044,0,0,0
2025-07-05T20:24:11.497Z,27.0386,-4.3945,9.2773,0,0.019300000000000005,-0.11639999999999961,0,0,0
2025-07-05T20:24:11.769Z,21.4844,16.6626,11.2305,0,0.023200000000000005,0.05930000000000035,0,0,0
2025-07-05T20:24:12.041Z,19.2261,16.4795,9.6436,0,0,0.12769999999999992,0,0,0
2025-07-05T20:24:12.313Z,20.5688,15.1367,9.8267,0,0,0.11990000000000034,0,0,0
2025-07-05T20:24:12.586Z,18.2495,16.2354,12.2681,0,0,0.07500000000000018,0,0,0
2025-07-05T20:24:12.857Z,20.0806,14.4043,10.8643,0,0.031000000000000007,0.11209999999999987,0,0,0
2025-07-05T20:24:13.129Z,20.5688,14.8926,9.1553,0,0.0681,0.12380000000000013,0,0,0
2025-07-05T20:24:13.401Z,20.3857,18.1885,9.8877,0,0,0.13360000000000039,0,0,0
2025-07-05T20:24:13.673Z,22.3999,15.3198,10.6201,0,0.0701,0.05349999999999966,0,0,0
2025-07-05T20:24:13.946Z,23.6816,13.0005,30.0903,0,0,0.08469999999999978,0,0,0
2025-07-05T20:24:14.217Z,593.1396,-118.1641,64.3921,0.6681,0.03690000000000001,0.012500000000000178,0.1338236481344011,0.0362662086444227,0.009828142542638552
2025-07-05T20:24:14.489Z,-715.0269,-347.229,549.9878,1.506,0,0.2878999999999996,0.4082589185075208,0.14731263447846835,0.04989717912078194
2025-07-05T20:24:14.761Z,63.3545,-64.209,-157.8979,2.8205,0,0.7664,0.8907071348060165,0.38958497514570484,0.15586429236041366
2025-07-05T20:24:15.033Z,339.9048,-51.0254,-173.5229,0,0,0.11599999999999966,0.7125657078448132,0.583402847679494,0.31454986692923603
2025-07-05T20:24:15.305Z,-372.7417,-574.7681,-111.145,4.5588,0.2556,-1.7843999999999998,1.4832445241905048,0.9868453582593113,0.5829718043757688
2025-07-05T20:24:15.577Z,244.0796,1145.3857,-387.7563,0,0,0.5221999999999998,1.1865956193524039,1.3095993667231651,0.9391828321244697
2025-07-05T20:24:15.849Z,-4.1504,-1589.7827,-74.7681,0,0,0.24289999999999967,0.9492764954819232,1.5678025734942482,1.3656251321149053
2025-07-05T20:24:16.121Z,-306.8848,234.5581,46.6919,2.2736,0,1.9870999999999999,1.2141411963855386,1.8980489789111148,1.8818944543787286
2025-07-05T20:24:16.393Z,408.0811,13.0615,34.6069,0,0,-1.1164000000000005,0.9713129571084309,2.162246103244608,2.470025394461262
2025-07-05T20:24:16.665Z,335.2051,147.8271,29.7852,0,0.45089999999999997,-0.2980999999999998,0.8672303656867447,2.398132762711403,3.1223175059187636
2025-07-05T20:24:16.938Z,-354.6143,664.7339,-117.3096,0.6193,0.34740000000000004,-0.07150000000000034,0.8358010873308581,2.626306459552727,3.839299169376658
2025-07-05T20:24:17.209Z,19.2261,15.8081,9.9487,0,0,0.11990000000000034,0.6686408698646865,2.807508135286057,4.600133874039179
